vehiclecount,updatetime,id,totalspaces,garagecode,streamdate,streamtime,day
22,58:17.7,340,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
63,58:17.7,341,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
61,58:17.7,342,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
64,58:17.7,343,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
104,58:17.7,344,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.6,345,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.6,346,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
484,28:17.6,347,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.6,348,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
68,28:17.6,349,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
87,28:17.6,350,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
84,28:17.6,351,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
146,28:17.6,352,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,353,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,354,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
667,58:17.7,355,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,356,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
87,58:17.7,357,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
123,58:17.7,358,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
95,58:17.7,359,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
239,58:17.7,360,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.6,361,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.6,362,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
786,28:17.6,363,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.6,364,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
108,28:17.6,365,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
153,28:17.6,366,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
101,28:17.6,367,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
287,28:17.6,368,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.6,369,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.6,370,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
833,58:17.6,371,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.6,372,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
113,58:17.6,373,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
174,58:17.6,374,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
105,58:17.6,375,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
349,58:17.6,376,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.6,377,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.6,378,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
845,28:17.6,379,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.6,380,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
132,28:17.6,381,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
202,28:17.6,382,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
107,28:17.6,383,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
422,28:17.6,384,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,385,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,386,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
861,58:17.7,387,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,388,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
139,58:17.7,389,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
241,58:17.7,390,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
112,58:17.7,391,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
462,58:17.7,392,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.6,393,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.6,394,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
880,28:17.6,395,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.6,396,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
157,28:17.6,397,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
267,28:17.6,398,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
113,28:17.6,399,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
482,28:17.6,400,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,401,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,402,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
889,58:17.7,403,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,404,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
137,58:17.7,405,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
282,58:17.7,406,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
114,58:17.7,407,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
483,58:17.7,408,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,409,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,410,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
886,28:17.7,411,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,412,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
113,28:17.7,413,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
283,28:17.7,414,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
107,28:17.7,415,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
496,28:17.7,416,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,417,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,418,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
896,58:17.7,419,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,420,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
118,58:17.7,421,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
306,58:17.7,422,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
106,58:17.7,423,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
526,58:17.7,424,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,425,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,426,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
901,28:17.7,427,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,428,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
117,28:17.7,429,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
325,28:17.7,430,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
111,28:17.7,431,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
523,28:17.7,432,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.9,433,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.9,434,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
884,58:17.9,435,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.9,436,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
122,58:17.9,437,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
321,58:17.9,438,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
106,58:17.9,439,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
518,58:17.9,440,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,441,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,442,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
848,28:17.7,443,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,444,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
122,28:17.7,445,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
312,28:17.7,446,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
101,28:17.7,447,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
517,28:17.7,448,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.8,449,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.8,450,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
812,58:17.8,451,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.8,452,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
103,58:17.8,453,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
294,58:17.8,454,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
96,58:17.8,455,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
488,58:17.8,456,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,457,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,458,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
725,28:17.7,459,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,460,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
91,28:17.7,461,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
286,28:17.7,462,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
75,28:17.7,463,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
441,28:17.7,464,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,465,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,466,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
661,58:17.7,467,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,468,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
72,58:17.7,469,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
250,58:17.7,470,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
62,58:17.7,471,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
387,58:17.7,472,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,473,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,474,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
565,28:17.7,475,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,476,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
63,28:17.7,477,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
222,28:17.7,478,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
53,28:17.7,479,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
332,28:17.7,480,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.6,481,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.6,482,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
459,58:17.6,483,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.6,484,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
67,58:17.6,485,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
193,58:17.6,486,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
49,58:17.6,487,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
284,58:17.6,488,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,489,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,490,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
390,28:17.7,491,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,492,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
75,28:17.7,493,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
172,28:17.7,494,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
48,28:17.7,495,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
231,28:17.7,496,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,497,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,498,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
363,58:17.7,499,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,500,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
69,58:17.7,501,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
131,58:17.7,502,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
50,58:17.7,503,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
181,58:17.7,504,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,505,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,506,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
344,28:17.7,507,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,508,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
65,28:17.7,509,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
112,28:17.7,510,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
41,28:17.7,511,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
140,28:17.7,512,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,513,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,514,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
324,58:17.7,515,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,516,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
65,58:17.7,517,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
98,58:17.7,518,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
38,58:17.7,519,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
117,58:17.7,520,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,521,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,522,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
323,28:17.7,523,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,524,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
64,28:17.7,525,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
88,28:17.7,526,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
39,28:17.7,527,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
110,28:17.7,528,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,529,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,530,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
326,58:17.7,531,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,532,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
63,58:17.7,533,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
75,58:17.7,534,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
38,58:17.7,535,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
97,58:17.7,536,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,537,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,538,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
330,28:17.7,539,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,540,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
62,28:17.7,541,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
64,28:17.7,542,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
33,28:17.7,543,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
79,28:17.7,544,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,545,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,546,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
309,58:17.7,547,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,548,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
54,58:17.7,549,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
57,58:17.7,550,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
33,58:17.7,551,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
75,58:17.7,552,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,553,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,554,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
281,28:17.7,555,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,556,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
51,28:17.7,557,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
48,28:17.7,558,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
32,28:17.7,559,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
68,28:17.7,560,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,561,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,562,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
254,58:17.7,563,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,564,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
47,58:17.7,565,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
46,58:17.7,566,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
32,58:17.7,567,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
67,58:17.7,568,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,569,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,570,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
231,28:17.7,571,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,572,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
38,28:17.7,573,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
43,28:17.7,574,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
32,28:17.7,575,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
63,28:17.7,576,700,SALLING,11/3/2014 0:00,4:18:44,PM
62,58:17.7,584,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,577,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,578,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
228,58:17.7,579,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,580,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
34,58:17.7,581,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
36,58:17.7,582,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
30,58:17.7,583,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
0,28:17.7,585,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,586,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
227,28:17.7,587,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,588,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
30,28:17.7,589,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
35,28:17.7,590,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
30,28:17.7,591,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
61,28:17.7,592,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,593,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,594,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
227,58:17.7,595,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,596,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
30,58:17.7,597,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
35,58:17.7,598,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
30,58:17.7,599,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
63,58:17.7,600,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,601,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,602,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
226,28:17.7,603,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,604,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
32,28:17.7,605,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
35,28:17.7,606,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
29,28:17.7,607,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
60,28:17.7,608,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.8,609,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.8,610,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
223,58:17.8,611,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.8,612,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
31,58:17.8,613,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
35,58:17.8,614,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
28,58:17.8,615,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
60,58:17.8,616,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,617,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,618,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
223,28:17.7,619,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,620,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
29,28:17.7,621,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
35,28:17.7,622,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
28,28:17.7,623,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
60,28:17.7,624,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,625,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,626,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
223,58:17.7,627,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,628,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
29,58:17.7,629,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
35,58:17.7,630,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
29,58:17.7,631,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
61,58:17.7,632,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,633,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,634,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
223,28:17.7,635,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,636,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
28,28:17.7,637,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
35,28:17.7,638,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
29,28:17.7,639,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
61,28:17.7,640,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,641,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,642,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
223,58:17.7,643,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,644,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
29,58:17.7,645,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
35,58:17.7,646,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
29,58:17.7,647,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
61,58:17.7,648,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,649,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,650,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
223,28:17.7,651,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,652,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
29,28:17.7,653,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
35,28:17.7,654,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
29,28:17.7,655,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
63,28:17.7,656,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,657,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,658,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
223,58:17.7,659,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,660,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
29,58:17.7,661,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
35,58:17.7,662,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
29,58:17.7,663,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
63,58:17.7,664,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,28:17.7,665,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,28:17.7,666,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
223,28:17.7,667,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,28:17.7,668,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
29,28:17.7,669,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
35,28:17.7,670,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
28,28:17.7,671,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
64,28:17.7,672,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,58:17.7,673,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,58:17.7,674,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
223,58:17.7,675,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
22,58:17.7,676,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
29,58:17.7,677,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
35,58:17.7,678,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
28,58:17.7,679,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
